No.	NAME	MW	AMW	Sv	Se	Sp	Si	Mv	Me	Mp	Mi	GD	nAT	nSK	nTA	nBT	nBO	nBM	SCBO	RBN	RBF	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nCsp3	nCsp2	nCsp	max_conj_path	nStructures	totalcharge
1	trimethylamine	59.13	4.54846153846154	6.1286	12.6362	7.0513	15.1591	0.471430769230769	0.972015384615385	0.542407692307692	1.16608461538462	0.5	13	4	3	12	3	0	3	0	0	0	0	0	9	3	1	0	0	0	0	0	0	0	0	0	1	0	69.2307692307692	23.0769230769231	7.69230769230769	0	0	3	0	0	0	1	0
2	ethanal	44.06	6.29428571428571	3.7684	7.0945	3.9773	8.0398	0.538342857142857	1.0135	0.568185714285714	1.14854285714286	0.666666666666667	7	3	2	6	2	1	3	0	0	1	0	0	4	2	0	1	0	0	0	0	0	0	0	0	1	0	57.1428571428571	28.5714285714286	0	14.2857142857143	0	1	1	0	0	1	0
3	methanethiol	48.12	8.02	3.2407	5.8436	4.1705	6.7504	0.540116666666667	0.973933333333333	0.695083333333333	1.12506666666667	1	6	2	2	5	1	0	1	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	1	1	0	66.6666666666667	16.6666666666667	0	0	0	1	0	0	0	1	0
4	propanal	58.09	5.809	5.2952	9.9781	5.7387	11.455	0.52952	0.99781	0.57387	1.1455	0.5	10	4	2	9	3	1	4	1	0.111111111111111	1	0	0	6	3	0	1	0	0	0	0	0	0	0	0	1	0	60	30	0	10	0	2	1	0	0	1	0
5	pentane	72.17	4.24529411764706	8.1608	16.3016	9.5684	19.4912	0.480047058823529	0.958917647058824	0.562847058823529	1.14654117647059	0.4	17	5	2	16	4	0	4	2	0.125	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	70.5882352941177	29.4117647058824	0	0	0	5	0	0	0	1	0
6	propanol	60.11	5.00916666666667	5.822	11.8617	6.5001	13.8702	0.485166666666667	0.988475	0.541675	1.15585	0.5	12	4	2	11	3	0	3	1	0.0909090909090909	0	0	0	8	3	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	25	0	8.33333333333333	0	3	0	0	0	1	0
7	dimethylsulfide	62.15	6.90555555555555	4.7675	8.7272	5.9319	10.1656	0.529722222222222	0.969688888888889	0.6591	1.12951111111111	0.666666666666667	9	3	2	8	2	0	2	0	0	0	0	0	6	2	0	0	0	1	0	0	0	0	0	1	1	0	66.6666666666667	22.2222222222222	0	0	0	2	0	0	0	1	0
8	ethylformate	74.09	6.73545454545455	6.01	11.3054	6.1932	12.6644	0.546363636363636	1.02776363636364	0.563018181818182	1.15130909090909	0.4	11	5	2	10	4	1	5	2	0.2	1	0	0	6	3	0	2	0	0	0	0	0	0	0	0	2	0	54.5454545454545	27.2727272727273	0	18.1818181818182	0	2	1	0	0	1	0
9	methylethylketone	72.12	5.54769230769231	6.822	12.8617	7.5001	14.8702	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.4	13	5	3	12	4	1	5	1	0.0833333333333333	1	0	0	8	4	0	1	0	0	0	0	0	0	0	0	1	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	3	1	0	0	1	0
10	methylethylsulfide	76.18	6.34833333333334	6.2943	11.6108	7.6933	13.5808	0.524525	0.967566666666667	0.641108333333333	1.13173333333333	0.5	12	4	2	11	3	0	3	1	0.0909090909090909	0	0	0	8	3	0	0	0	1	0	0	0	0	0	1	1	0	66.6666666666667	25	0	0	0	3	0	0	0	1	0
11	hexane	86.2000000000001	4.31	9.6876	19.1852	11.3298	22.9064	0.48438	0.95926	0.56649	1.14532	0.333333333333333	20	6	2	19	5	0	5	3	0.157894736842105	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	70	30	0	0	0	6	0	0	0	1	0
12	ethylacetate	88.12	6.29428571428572	7.5368	14.189	7.9546	16.0796	0.538342857142857	1.0135	0.568185714285714	1.14854285714286	0.333333333333333	14	6	3	13	5	1	6	2	0.153846153846154	1	0	0	8	4	0	2	0	0	0	0	0	0	0	0	2	0	57.1428571428571	28.5714285714286	0	14.2857142857143	0	3	1	0	0	1	0
13	methylbutenol	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	1	0.0666666666666667	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	3	2	0	0	1	0
14	pentanone	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
15	isobutanol	74.14	4.94266666666667	7.3488	14.7453	8.2615	17.2854	0.48992	0.98302	0.550766666666667	1.15236	0.4	15	5	3	14	4	0	4	1	0.0714285714285714	0	0	0	10	4	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	26.6666666666667	0	6.66666666666667	0	4	0	0	0	1	0
16	trans-crotonaldehyde	70.1	6.37272727272727	6.2952	10.9781	6.7387	12.455	0.572290909090909	0.998009090909091	0.612609090909091	1.13227272727273	0.4	11	5	2	10	4	2	6	1	0.1	2	0	0	6	4	0	1	0	0	0	0	0	0	0	0	1	0	54.5454545454545	36.3636363636364	0	9.09090909090909	0	1	3	0	4	1	0
17	methylpentanone	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	3	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	5	1	0	0	1	0
18	methylbutanal	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
19	methylbutanal	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
20	pyrrolidine	71.14	5.08142857142857	7.1286	13.6362	8.0513	16.1591	0.509185714285714	0.974014285714286	0.575092857142857	1.15422142857143	0.5	14	5	0	14	5	0	5	0	0	0	0	0	9	4	1	0	0	0	0	0	0	0	0	0	1	0	64.2857142857143	28.5714285714286	7.14285714285714	0	0	4	0	0	0	1	0
21	ethanol	46.08	5.12	4.2952	8.9781	4.7387	10.455	0.477244444444444	0.997566666666667	0.526522222222222	1.16166666666667	0.666666666666667	9	3	2	8	2	0	2	0	0	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	22.2222222222222	0	11.1111111111111	0	2	0	0	0	1	0
22	thiophene	84.15	9.35	6.2407	8.8436	7.1705	9.7504	0.693411111111111	0.982622222222222	0.796722222222222	1.08337777777778	0.5	9	5	0	9	5	5	7.5	0	0	0	0	5	4	4	0	0	0	1	0	0	0	0	0	1	1	0	44.4444444444444	44.4444444444444	0	0	0	0	4	0	5	1	0
23	propanoicacid	74.09	6.73545454545455	6.01	11.3054	6.1932	12.6644	0.546363636363636	1.02776363636364	0.563018181818182	1.15130909090909	0.4	11	5	3	10	4	1	5	1	0.1	1	0	0	6	3	0	2	0	0	0	0	0	0	0	0	2	0	54.5454545454545	27.2727272727273	0	18.1818181818182	0	2	1	0	0	1	0
24	diacetyl	86.1	7.175	7.01	12.3054	7.1932	13.6644	0.584166666666667	1.02545	0.599433333333333	1.1387	0.333333333333333	12	6	4	11	5	2	7	1	0.0909090909090909	2	0	0	6	4	0	2	0	0	0	0	0	0	0	0	2	0	50	33.3333333333333	0	16.6666666666667	0	2	2	0	4	1	0
25	methylmethylbutanoate	115.17	6.06157894736842	10.327	19.0144	11.0967	21.7024	0.543526315789474	1.00075789473684	0.584036842105263	1.14223157894737	0.25	19	8	5	18	7	1	8	2	0.111111111111111	1	0	0	11	6	0	2	0	0	0	0	0	0	0	0	2	0	57.8947368421053	31.5789473684211	0	10.5263157894737	0	5	1	0	0	1	-1
26	butanol	74.14	4.94266666666667	7.3488	14.7453	8.2615	17.2854	0.48992	0.98302	0.550766666666667	1.15236	0.4	15	5	2	14	4	0	4	2	0.142857142857143	0	0	0	10	4	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	26.6666666666667	0	6.66666666666667	0	4	0	0	0	1	0
27	butanol	74.14	4.94266666666667	7.3488	14.7453	8.2615	17.2854	0.48992	0.98302	0.550766666666667	1.15236	0.4	15	5	2	14	4	0	4	2	0.142857142857143	0	0	0	10	4	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	26.6666666666667	0	6.66666666666667	0	4	0	0	0	1	0
28	mercaptoacetaldehyde	76.13	9.51625	4.9555	8.1709	5.625	8.9598	0.6194375	1.0213625	0.703125	1.119975	0.5	8	4	2	7	3	1	4	1	0.142857142857143	1	0	0	4	2	0	1	0	1	0	0	0	0	0	1	2	0	50	25	0	12.5	0	1	1	0	0	1	0
29	butanal	72.12	5.54769230769231	6.822	12.8617	7.5001	14.8702	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.4	13	5	2	12	4	1	5	2	0.166666666666667	1	0	0	8	4	0	1	0	0	0	0	0	0	0	0	1	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	3	1	0	0	1	0
30	pentenone	84.13	6.00928571428572	7.822	13.8617	8.5001	15.8702	0.558714285714286	0.990121428571429	0.60715	1.13358571428571	0.333333333333333	14	6	3	13	5	2	7	1	0.0769230769230769	2	0	0	8	5	0	1	0	0	0	0	0	0	0	0	1	0	57.1428571428571	35.7142857142857	0	7.14285714285714	0	2	3	0	4	1	0
31	methylmethylpropanoate	101.14	6.32125	8.8002	16.1308	9.3353	18.2872	0.5500125	1.008175	0.58345625	1.14295	0.285714285714286	16	7	5	15	6	1	7	1	0.0666666666666667	1	0	0	9	5	0	2	0	0	0	0	0	0	0	0	2	0	56.25	31.25	0	12.5	0	4	1	0	0	1	-1
32	methylthiocyanate	73.13	10.4471428571429	4.7353	7.0618	5.4148	7.8335	0.676471428571429	1.00882857142857	0.773542857142857	1.11907142857143	0.5	7	4	2	6	3	1	5	0	0	0	1	0	3	2	1	0	0	1	0	0	0	0	0	1	2	0	42.8571428571429	28.5714285714286	14.2857142857143	0	0	1	0	1	0	1	0
33	2,3-pentadione	100.13	6.67533333333334	8.5368	15.189	8.9546	17.0796	0.56912	1.0126	0.596973333333333	1.13864	0.285714285714286	15	7	4	14	6	2	8	2	0.142857142857143	2	0	0	8	5	0	2	0	0	0	0	0	0	0	0	2	0	53.3333333333333	33.3333333333333	0	13.3333333333333	0	3	2	0	4	1	0
34	pentenol	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	2	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	3	2	0	0	1	0
35	butyricacid	88.12	6.29428571428572	7.5368	14.189	7.9546	16.0796	0.538342857142857	1.0135	0.568185714285714	1.14854285714286	0.333333333333333	14	6	3	13	5	1	6	2	0.153846153846154	1	0	0	8	4	0	2	0	0	0	0	0	0	0	0	2	0	57.1428571428571	28.5714285714286	0	14.2857142857143	0	3	1	0	0	1	0
36	hexanone	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	3	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	5	1	0	0	1	0
37	ethylpropionate	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
38	heptane	100.23	4.35782608695653	11.2144	22.0688	13.0912	26.3216	0.487582608695653	0.959513043478261	0.569182608695652	1.14441739130435	0.285714285714286	23	7	2	22	6	0	6	4	0.181818181818182	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	69.5652173913043	30.4347826086957	0	0	0	7	0	0	0	1	0
39	acetoin	88.12	6.29428571428572	7.5368	14.189	7.9546	16.0796	0.538342857142857	1.0135	0.568185714285714	1.14854285714286	0.333333333333333	14	6	4	13	5	1	6	1	0.0769230769230769	1	0	0	8	4	0	2	0	0	0	0	0	0	0	0	2	0	57.1428571428571	28.5714285714286	0	14.2857142857143	0	3	1	0	0	1	0
40	methylbutanoate	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
41	aceticacid	60.06	7.5075	4.4832	8.4218	4.4318	9.2492	0.5604	1.052725	0.553975	1.15615	0.5	8	4	3	7	3	1	4	0	0	1	0	0	4	2	0	2	0	0	0	0	0	0	0	0	2	0	50	25	0	25	0	1	1	0	0	1	0
42	diethylacetal	118.2	5.37272727272728	11.1172	21.8398	12.2388	25.3252	0.505327272727273	0.992718181818182	0.556309090909091	1.15114545454545	0.25	22	8	3	21	7	0	7	4	0.19047619047619	0	0	0	14	6	0	2	0	0	0	0	0	0	0	0	2	0	63.6363636363636	27.2727272727273	0	9.09090909090909	0	6	0	0	0	1	0
43	2-methyl-1-butanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	3	17	5	0	5	2	0.117647058823529	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
44	dimethyldisulfide	94.22	9.422	5.9546	9.8036	7.5796	11.0856	0.59546	0.98036	0.75796	1.10856	0.5	10	4	2	9	3	0	3	1	0.111111111111111	0	0	0	6	2	0	0	0	2	0	0	0	0	0	2	2	0	60	20	0	0	0	2	0	0	0	1	0
45	hexanone	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	3	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	5	1	0	0	1	0
46	methyl-2-butenal	84.13	6.00928571428572	7.822	13.8617	8.5001	15.8702	0.558714285714286	0.990121428571429	0.60715	1.13358571428571	0.333333333333333	14	6	3	13	5	2	7	1	0.0769230769230769	2	0	0	8	5	0	1	0	0	0	0	0	0	0	0	1	0	57.1428571428571	35.7142857142857	0	7.14285714285714	0	2	3	0	4	1	0
47	3-methyl-1-butanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	3	17	5	0	5	2	0.117647058823529	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
48	pentanone	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
49	pentenal	84.13	6.00928571428572	7.822	13.8617	8.5001	15.8702	0.558714285714286	0.990121428571429	0.60715	1.13358571428571	0.333333333333333	14	6	2	13	5	2	7	2	0.153846153846154	2	0	0	8	5	0	1	0	0	0	0	0	0	0	0	1	0	57.1428571428571	35.7142857142857	0	7.14285714285714	0	2	3	0	4	1	0
50	2-methyl-1-butanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	3	17	5	0	5	2	0.117647058823529	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
51	pentanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	2	17	5	0	5	3	0.176470588235294	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
52	hexenone	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	3	16	6	2	8	2	0.125	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	4	1	0
53	methylthiophene	98.18	8.18166666666667	7.7675	11.7272	8.9319	13.1656	0.647291666666667	0.977266666666667	0.744325	1.09713333333333	0.4	12	6	1	12	6	5	8.5	0	0	0	0	5	6	5	0	0	0	1	0	0	0	0	0	1	1	0	50	41.6666666666667	0	0	0	1	4	0	5	1	0
54	pentanol	88.1700000000001	4.89833333333334	8.8756	17.6289	10.0229	20.7006	0.493088888888889	0.979383333333334	0.556827777777778	1.15003333333333	0.333333333333333	18	6	2	17	5	0	5	3	0.176470588235294	0	0	0	12	5	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	27.7777777777778	0	5.55555555555556	0	5	0	0	0	1	0
55	(Z)-2-penten-1-ol	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	2	15	5	1	6	2	0.133333333333333	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	3	2	0	0	1	0
56	epoxylinalool	168.26	6.00928571428571	15.644	27.7234	17.0002	31.7404	0.558714285714286	0.990121428571429	0.60715	1.13358571428571	0.181818181818182	28	12	4	28	12	2	14	4	0.142857142857143	2	0	0	16	10	0	2	0	0	0	0	0	0	0	0	2	0	57.1428571428571	35.7142857142857	0	7.14285714285714	0	6	4	0	0	1	0
57	methylpentanol	102.2	4.86666666666667	10.4024	20.5125	11.7843	24.1158	0.495352380952381	0.976785714285715	0.561157142857142	1.14837142857143	0.285714285714286	21	7	3	20	6	0	6	3	0.15	0	0	0	14	6	0	1	0	0	0	0	0	0	0	0	1	0	66.6666666666667	28.5714285714286	0	4.76190476190476	0	6	0	0	0	1	0
58	toluene	92.15	6.14333333333334	9.1072	14.5344	10.0456	16.6608	0.607146666666667	0.96896	0.669706666666666	1.11072	0.333333333333333	15	7	1	15	7	6	10	0	0	0	0	6	8	7	0	0	0	0	0	0	0	0	0	0	0	0	53.3333333333333	46.6666666666667	0	0	0	1	6	0	6	1	0
59	isobutylacetate	115.17	6.06157894736842	10.327	19.0144	11.0967	21.7024	0.543526315789474	1.00075789473684	0.584036842105263	1.14223157894737	0.25	19	8	4	18	7	1	8	3	0.166666666666667	1	0	0	11	6	0	2	0	0	0	0	0	0	0	0	2	0	57.8947368421053	31.5789473684211	0	10.5263157894737	0	5	1	0	0	1	-1
60	methyl-2-butenol	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	3	15	5	1	6	1	0.0666666666666667	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	3	2	0	0	1	0
61	methylmethylbutyrate	115.17	6.06157894736842	10.327	19.0144	11.0967	21.7024	0.543526315789474	1.00075789473684	0.584036842105263	1.14223157894737	0.25	19	8	5	18	7	1	8	2	0.111111111111111	1	0	0	11	6	0	2	0	0	0	0	0	0	0	0	2	0	57.8947368421053	31.5789473684211	0	10.5263157894737	0	5	1	0	0	1	-1
62	ethylisobutyrate	116.18	5.809	10.5904	19.9562	11.4774	22.91	0.52952	0.99781	0.57387	1.1455	0.25	20	8	4	19	7	1	8	3	0.157894736842105	1	0	0	12	6	0	2	0	0	0	0	0	0	0	0	2	0	60	30	0	10	0	5	1	0	0	1	0
63	1-hexenol	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	3	0.166666666666667	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	4	2	0	0	1	0
64	hexanal	100.18	5.27263157894737	9.87560000000001	18.6289	11.0229	21.7006	0.519768421052632	0.980468421052632	0.580152631578947	1.14213684210526	0.285714285714286	19	7	2	18	6	1	7	4	0.222222222222222	1	0	0	12	6	0	1	0	0	0	0	0	0	0	0	1	0	63.1578947368421	31.5789473684211	0	5.26315789473684	0	5	1	0	0	1	0
65	4-methyl-3-penten-2-one	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	4	16	6	2	8	1	0.0625	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	4	1	0
66	3-hexenal	98.1600000000001	5.77411764705883	9.3488	16.7453	10.2615	19.2854	0.549929411764706	0.985017647058824	0.603617647058823	1.13443529411765	0.285714285714286	17	7	2	16	6	2	8	3	0.1875	2	0	0	10	6	0	1	0	0	0	0	0	0	0	0	1	0	58.8235294117647	35.2941176470588	0	5.88235294117647	0	3	3	0	0	1	0
67	thiophane	88.19	6.78384615384616	7.2943	12.6108	8.6933	14.5808	0.5611	0.970061538461539	0.668715384615384	1.1216	0.5	13	5	0	13	5	0	5	0	0	0	0	0	8	4	0	0	0	1	0	0	0	0	0	1	1	0	61.5384615384615	30.7692307692308	0	0	0	4	0	0	0	1	0
68	m-xylene	106.18	5.89888888888889	10.634	17.418	11.807	20.076	0.590777777777778	0.967666666666667	0.655944444444444	1.11533333333333	0.285714285714286	18	8	2	18	8	6	11	0	0	0	0	6	10	8	0	0	0	0	0	0	0	0	0	0	0	0	55.5555555555556	44.4444444444444	0	0	0	2	6	0	6	1	0
69	hydroxypentanone	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
70	mercaptobutanone	104.19	7.44214285714286	8.0091	13.9381	9.1478	15.7902	0.572078571428571	0.995578571428572	0.653414285714286	1.12787142857143	0.333333333333333	14	6	3	13	5	1	6	2	0.153846153846154	1	0	0	8	4	0	1	0	1	0	0	0	0	0	1	2	0	57.1428571428571	28.5714285714286	0	7.14285714285714	0	3	1	0	0	1	0
71	isobutyraldehyde	72.12	5.54769230769231	6.822	12.8617	7.5001	14.8702	0.524769230769231	0.989361538461539	0.576930769230769	1.14386153846154	0.4	13	5	3	12	4	1	5	1	0.0833333333333333	1	0	0	8	4	0	1	0	0	0	0	0	0	0	0	1	0	61.5384615384615	30.7692307692308	0	7.69230769230769	0	3	1	0	0	1	0
72	ethylbutyrate	116.18	5.809	10.5904	19.9562	11.4774	22.91	0.52952	0.99781	0.57387	1.1455	0.25	20	8	3	19	7	1	8	4	0.210526315789474	1	0	0	12	6	0	2	0	0	0	0	0	0	0	0	2	0	60	30	0	10	0	5	1	0	0	1	0
73	butanediol	90.14	5.63375	8.0636	16.0726	8.716	18.4948	0.503975	1.0045375	0.54475	1.155925	0.333333333333333	16	6	3	15	5	0	5	2	0.133333333333333	0	0	0	10	4	0	2	0	0	0	0	0	0	0	0	2	0	62.5	25	0	12.5	0	4	0	0	0	1	0
74	pentanal	86.15	5.384375	8.3488	15.7453	9.2615	18.2854	0.5218	0.98408125	0.57884375	1.1428375	0.333333333333333	16	6	2	15	5	1	6	3	0.2	1	0	0	10	5	0	1	0	0	0	0	0	0	0	0	1	0	62.5	31.25	0	6.25	0	4	1	0	0	1	0
75	propylpropanoate	116.18	5.809	10.5904	19.9562	11.4774	22.91	0.52952	0.99781	0.57387	1.1455	0.25	20	8	3	19	7	1	8	4	0.210526315789474	1	0	0	12	6	0	2	0	0	0	0	0	0	0	0	2	0	60	30	0	10	0	5	1	0	0	1	0
76	nonenone	140.25	5.39423076923077	13.9292	25.3961	15.5457	29.531	0.535738461538462	0.976773076923077	0.597911538461538	1.13580769230769	0.2	26	10	3	25	9	2	11	5	0.2	2	0	0	16	9	0	1	0	0	0	0	0	0	0	0	1	0	61.5384615384615	34.6153846153846	0	3.84615384615385	0	6	3	0	4	1	0
77	octane	114.26	4.39461538461539	12.7412	24.9524	14.8526	29.7368	0.490046153846154	0.959707692307693	0.571253846153846	1.14372307692308	0.25	26	8	2	25	7	0	7	5	0.2	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	69.2307692307692	30.7692307692308	0	0	0	8	0	0	0	1	0
78	butylacetate	116.18	5.809	10.5904	19.9562	11.4774	22.91	0.52952	0.99781	0.57387	1.1455	0.25	20	8	3	19	7	1	8	4	0.210526315789474	1	0	0	12	6	0	2	0	0	0	0	0	0	0	0	2	0	60	30	0	10	0	5	1	0	0	1	0
79	furfural	96.09	8.73545454545455	7.4832	11.4218	7.4318	12.2492	0.680290909090909	1.03834545454545	0.675618181818182	1.11356363636364	0.333333333333333	11	7	1	11	7	6	10.5	1	0.0909090909090909	1	0	5	4	5	0	2	0	0	0	0	0	0	0	0	2	0	36.3636363636364	45.4545454545455	0	18.1818181818182	0	0	5	0	7	1	0
80	methylbutenthiol	102.22	6.38875	8.8211	15.4944	10.4547	17.996	0.55131875	0.9684	0.65341875	1.12475	0.333333333333333	16	6	3	15	5	1	6	1	0.0666666666666667	1	0	0	10	5	0	0	0	1	0	0	0	0	0	1	1	0	62.5	31.25	0	0	0	3	2	0	0	1	0
81	hydroxypentanone	102.15	6.00882352941177	9.0636	17.0726	9.716	19.4948	0.533152941176471	1.00427058823529	0.571529411764706	1.14675294117647	0.285714285714286	17	7	3	16	6	1	7	3	0.1875	1	0	0	10	5	0	2	0	0	0	0	0	0	0	0	2	0	58.8235294117647	29.4117647058824	0	11.7647058823529	0	4	1	0	0	1	0
82	azine	79.11	7.19181818181818	7.075	10.869	7.5285	12.3287	0.643181818181818	0.988090909090909	0.684409090909091	1.12079090909091	0.4	11	6	0	11	6	6	9	0	0	0	0	6	5	5	1	0	0	0	0	0	0	0	0	0	1	0	45.4545454545455	45.4545454545455	9.09090909090909	0	0	0	5	0	6	1	0
